Taxon	Mnemonic	Scientific name	Common name	Synonym	Other Names	Reviewed	Rank	Lineage	Parent
4492	AEGUN	Aegilops uniaristata			Aegilops uniaristata Vis.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Poales; Poaceae; BEP clade; Pooideae; Triticeae; Aegilops	4480
56265	AEGAC	Aegolius acadicus	Northern saw-whet owl	Strix acadica	Aegolius acadicus (Gmelin, 1788)	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Strigiformes; Strigidae; Aegolius	56264
8959	AEGMO	Aegypius monachus	Black vulture			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Falconiformes; Accipitridae; Accipitrinae; Aegypius	8958
9897	AEPME	Aepyceros melampus	Impala		Aepyceros melamphus	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Cetartiodactyla; Ruminantia; Pecora; Bovidae; Aepycerotinae; Aepyceros	9896
30401	AEPAR	Aepypodius arfakianus	Wattled brush turkey			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galliformes; Megapodiidae; Aepypodius	30400
38598	AEPRU	Aepyprymnus rufescens	Rufous rat-kangaroo	Rufous bettong		reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Metatheria; Diprotodontia; Potoroidae; Aepyprymnus	38597
172531	AEQTE	Aequidens tetramerus	Saddle cichlid		Acara tetramerus; Aequidens tetramerus (Heckel, 1840)	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Euteleostei; Neoteleostei; Acanthomorpha; Acanthopterygii; Percomorpha; Perciformes; Labroidei; Cichlidae; New World cichlids; Cichlasomatinae; Cichlasomatini; Aequidens	81344
31199	AEQIR	Aequipecten irradians	Bay scallop	Argopecten irradians	Argopecten irradians (Lamarck, 1819)	reviewed	Species	Eukaryota; Metazoa; Mollusca; Bivalvia; Pteriomorphia; Pectinoida; Pectinoidea; Pectinidae; Argopecten	31198
6100	AEQVI	Aequorea victoria	Jellyfish			reviewed	Species	Eukaryota; Metazoa; Cnidaria; Hydrozoa; Hydroida; Leptomedusae; Aequoreidae; Aequorea	6099
866775	AERUA	Aerococcus urinae (strain ACS-120-V-Col10a)			Aerococcus urinae ACS-120-V-Col10a	reviewed		Bacteria; Firmicutes; Lactobacillales; Aerococcaceae; Aerococcus	1376
207699	AERVU	Aerodramus vulcanorum	Volcano swiftlet	Collocalia vulcanorum		reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Apodiformes; Apodidae; Aerodramus	46474
644	AERHY	Aeromonas hydrophila			"Aeromonas liquefaciens" Kluyver and van Niel 1936; "Bacillus hydrophilus fuscus" Sanarelli 1871; "Bacillus hydrophilus" Chester 1901; "Bacterium hydrophilum" (Chester 1901) Weldin and Levine 1923; "Proteus hydrophilus" (Chester 1901) Bergey et al. 1923; "Pseudomonas hydrophila" (Chester 1901) Breed et al. 1948; Aeromonas dourgesi; Aeromonas hydrophila (Chester 1901) Stanier 1943; Aeromonas hydrophilia; Aeromonas liquefaciens; Aeromonas sp. TH001; Aeromonas sp. TH003; Aeromonas sp. TH019; Aeromonas sp. TH020; Aeromonas sp. TH021; Aeromonas sp. TH022; Aeromonas sp. TH023; Aeromonas sp. TH024; Aeromonas sp. TH025; Aeromonas sp. TH026; Aeromonas sp. TH027; Aeromonas sp. TH028; Aeromonas sp. TH029; Aeromonas sp. TH030; Aeromonas sp. TH031; Aeromonas sp. TH033; Aeromonas sp. TH034; Aeromonas sp. TH036; Aeromonas sp. TH054; Aeromonas sp. TH055; Aeromonas sp. TH058; Aeromonas sp. TH068; Aeromonas sp. TH069; Aeromonas sp. TH071; Aeromonas sp. TH072; Aeromonas sp. TH083; Aeromonas sp. TH084; Aeromonas sp. TH085; Aeromonas sp. TH097; Aeromonas sp. TH100; Aeromonas sp. TH102; Aeromonas sp. TH104; Aeromonas sp. TH105; Aeromonas sp. TH107; Aeromonas sp. TH108; Aeromonas sp. TH109; Aeromonas sp. TH110; Aeromonas sp. TH113; Aeromonas sp. TH115; Aeromonas sp. TH117; Aeromonas sp. TH118; Aeromonas sp. TH120; Aeromonas sp. TH121; Aeromonas sp. TH122; Aeromonas sp. TH123; Aeromonas sp. TH124; Aeromonas sp. TH125; Aeromonas sp. TH126; Aeromonas sp. TH127; Aeromonas sp. TH128; Aeromonas sp. TH129; Aeromonas sp. TH130; Aeromonas sp. TH131; Aeromonas sp. TH132; Aeromonas sp. TH133; Aeromonas sp. TH134; Aeromonas sp. TH135; Aeromonas sp. TH136; Aeromonas sp. TH137; Aeromonas sp. TH138; Aeromonas sp. TH139; Aeromonas sp. TH140; Aeromonas sp. TH141; Aeromonas sp. TH142; Bacillus hydrophilus fuscus; Bacterium hydrophilum; Proteus hydrophilus; Proteus ichthyosmius; Pseudomonas hydrophila	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	642
380703	AERHH	Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / NCIB 9240)			Aeromonas hydrophila subsp. hydrophila ATCC 7966; Aeromonas hydrophila subsp. hydrophila str. ATCC 7966; Aeromonas hydrophila subsp. hydrophila strain ATCC 7966	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	196023
650	AERJA	Aeromonas jandaei			Aeromonas jandaei Carnahan et al. 1992 emend. Esteve et al. 2003; Aeromonas sp. 'CDC 787-80'; genospecies DNA group 9 A. sobria	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	642
648	AERPU	Aeromonas punctata		Aeromonas caviae	"Aeromonas caviae" Eddy 1962; "Bacillus punctatus" Zimmermann 1890; "Pseudomonas caviae" Scherago 1936; "Pseudomonas punctata" (Zimmermann 1890) Chester 1901; Aeromonas caviae (ex Eddy 1962) Popoff 1984; Aeromonas dourgesi anaerogene; Aeromonas formicans; Aeromonas hydrophila anaerogenes; Aeromonas punctata (Zimmermann 1890) Snieszko 1957; Aeromonas punctata caviae; Aeromonas punctata subsp. caviae; Aeromonas punctata subsp. caviae (Scherago 1936) Schubert 1964; Aeromonas punctata subsp. punctata; Aeromonas punctata subsp. punctata (Zimmermann 1890) Snieszko 1957; Aeromonas sp. TH038; Aeromonas sp. TH039; Aeromonas sp. TH098; Aeromonas sp. TH099; Aeromonas sp. TH101; Aeromonas sp. TH106; Aeromonas sp. TH111; Aeromonas sp. TH114; Bacillus punctatus; Pseudomonas caviae; Pseudomonas punctata	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	642
645	AERSA	Aeromonas salmonicida			"Bacillus salmonicida" (Lehmann and Neumann 1896) Kruse 1896; "Bacterium salmonicida" Lehmann and Neumann 1896; "Proteus salmonicida" (Lehmann and Neumann 1896) Pribram 1933; Aeromonas salmonicida (Lehmann and Neumann 1896) Griffin et al. 1953; Bacillus salmonicida; Bacterium salmonicida; Proteus salmonicida	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	642
382245	AERS4	Aeromonas salmonicida (strain A449)			Aeromonas salmonicida subsp. salmonicida A449; Aeromonas salmonicida subsp. salmonicida str. A449; Aeromonas salmonicida subsp. salmonicida strain A449	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	29491
646	AERSO	Aeromonas sobria			Aeromonas hybridization group 7 (HG7); Aeromonas sobria Popoff and Vron 1981; Aeromonas sp. TH002; Aeromonas sp. TH004; Aeromonas sp. TH005; Aeromonas sp. TH018; Aeromonas sp. TH032; Aeromonas sp. TH035; Aeromonas sp. TH037; Aeromonas sp. TH040; Aeromonas sp. TH070; Aeromonas sp. TH082; Aeromonas sp. TH103; Aeromonas sp. TH112; Aeromonas sp. TH116; Aeromonas sp. TH119	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	642
29489	AERTR	Aeromonas trota			Aeromonas enteropelogenes; Aeromonas enteropelogenes Schubert et al. 1991; Aeromonas trota Carnahan et al. 1992; Aeromonas tructi	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	642
998088	AERVB	Aeromonas veronii (strain B565)			Aeromonas veronii B565; Aeromonas veronii str. B565; Aeromonas veronii strain B565	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Aeromonadales; Aeromonadaceae; Aeromonas	654
56636	AERPX	Aeropyrum pernix			Aeropyrum pernix Sako et al. 1996	reviewed	Species	Archaea; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Aeropyrum	56635
272557	AERPE	Aeropyrum pernix (strain ATCC 700893 / DSM 11879 / JCM 9820 / NBRC 100138 / K1)			Aeropyrum pernix K1; Aeropyrum pernix str. K1; Aeropyrum pernix strain K1	reviewed		Archaea; Crenarchaeota; Thermoprotei; Desulfurococcales; Desulfurococcaceae; Aeropyrum	56636
43364	AESHI	Aesculus hippocastanum	Horse chestnut		European horse chestnut; common horse chestnut	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; rosids; malvids; Sapindales; Hippocastanaceae; Aesculus	43363
43872	AESPA	Aesculus pavia	Red buckeye		Aesculus pavia L.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; rosids; malvids; Sapindales; Hippocastanaceae; Aesculus	43363
12921	AESCY	Aeshna cyanea	Southern hawker dragonfly	Libellula cyanea	Aeschna cyanea; Aeshna cyanea (Muller, 1764); spangled skimmer	reviewed	Species	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Palaeoptera; Odonata; Anisoptera; Aeshnidae; Aeshna	12920
28685	AETCR	Aethia cristatella	Crested auklet			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Charadriiformes; Alcidae; Aethia	28684
28686	AETPU	Aethia pusilla	Least auklet			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Charadriiformes; Alcidae; Aethia	28684
28687	AETPY	Aethia pygmaea	Whiskered auklet		Aethia pygmae	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Charadriiformes; Alcidae; Aethia	28684
434059	AETCO	Aethionema cordifolium	Lebanon stonecress		Aethionema cordifolium DC.; Aethionema coridifolium; Aethionema grandiflorum subsp. cordifolium; Aethionema grandiflorum subsp. cordifolium (DC.) Govaerts	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; rosids; malvids; Brassicales; Brassicaceae; Aethionemeae; Aethionema	72656
72657	AETGR	Aethionema grandiflora	Persian stone-cress		Aethionema grandiflorum; Aethionema grandiflorum Boiss. & Hohen.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; rosids; malvids; Brassicales; Brassicaceae; Aethionemeae; Aethionema	72656
1035	AFIFE	Afipia felis	Cat scratch disease bacillus		Afipia felis Brenner et al. 1992	reviewed	Species	Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Bradyrhizobiaceae; Afipia	1033
222073	CLVN	African cassava mosaic virus (isolate Nigerian)	ACMV	Cassava latent virus (isolate Nigerian)	African cassava mosaic virus - [Nigeria]; African cassava mosaic virus-[Nigeria]; Cassava latent virus (STRAIN NIGERIAN)	reviewed		Viruses; ssDNA viruses; Geminiviridae; Begomovirus	10817
10818	CLVK	African cassava mosaic virus (isolate West Kenyan 844)	ACMV	Cassava latent virus (isolate West Kenyan 844)	African cassava mosaic virus - [West Kenya 844]; Cassava latent virus (STRAIN WEST KENYAN 844)	reviewed		Viruses; ssDNA viruses; Geminiviridae; Begomovirus	10817
33714	AHSV1	African horse sickness virus 1	AHSV-1		African horsesickness virus 1	reviewed		Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	40050
48295	AHSV2	African horse sickness virus 2	AHSV-2		AHSV2; African horsesickness virus serotype 2	reviewed		Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	40050
117204	AHSV3	African horse sickness virus 3	AHSV-3		African horse sickness virus (serotype 3); African horse sickness virus serotype 3; African horsesickness virus serotype 3	reviewed		Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	40050
36421	AHSV4	African horse sickness virus 4	AHSV-4		African horse sickness virus (serotype 4); African horsesickness virus AHSV-4; African horsesickness virus serotype 4	reviewed		Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	40050
86059	AHSV5	African horse sickness virus 5	AHSV-5			reviewed		Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	40050
86060	AHSV6	African horse sickness virus 6	AHSV-6		African horsesickness virus 6; African horsesickness virus serotype 6	reviewed		Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	40050
86061	AHSV7	African horse sickness virus 7	AHSV-7		African horsesickness virus serotype 7	reviewed		Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	40050
86062	AHSV8	African horse sickness virus 8	AHSV-8		African horsesickness virus serotpye 8; African horsesickness virus serotype 8	reviewed		Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	40050
10897	AHSV9	African horse sickness virus 9	AHSV-9		African horse sickness virus (serotype 9); African horse sickness virus AHSV9; African horsesickness virus serotype 9	reviewed		Viruses; dsRNA viruses; Reoviridae; Sedoreovirinae; Orbivirus	40050
82814	ASFH8	African swine fever virus (isolate Pig/Haiti/H811/1981)	ASFV		AFRICAN SWINE FEVER VIRUS (ISOLATE HAITI 811); African swine fever virus Haiti 811; African swine fever virus isolate Haiti 811	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	10497
561445	ASFK5	African swine fever virus (isolate Pig/Kenya/KEN-50/1950)	ASFV		African swine fever virus pig/Kenya/KEN-50/1950	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	10497
82815	ASFL6	African swine fever virus (isolate Pig/Portugal/Lis 60/1960)	ASFV		AFRICAN SWINE FEVER VIRUS (ISOLATE LISBON 60 / LIS60); African swine fever virus Lisbon 60/lis60; African swine fever virus isolate Lisbon 60/lis60	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	10497
33713	ASFE7	African swine fever virus (isolate Pig/Spain/E-75/1975)	ASFV		African swine fever virus (strain E-75); African swine fever virus E-75	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	10497
10499	ASFL5	African swine fever virus (isolate Portugal/Lis 57/1957)	ASFV		African swine fever virus (isolate Lisbon 57 / Lis57); African swine fever virus (strain LIS57); African swine fever virus LIS57	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	10497
10500	ASFM2	African swine fever virus (isolate Tick/Malawi/Lil 20-1/1983)	ASFV		African swine fever virus (isolate Malawi LIL 20/1); African swine fever virus Malawi LIL 20/1; Malawi Lil-20/1	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	10497
82810	ASFC1	African swine fever virus (isolate Tick/South Africa/Crocodile Cr1/1996)	ASFV		AFRICAN SWINE FEVER VIRUS (ISOLATE CROCODILE/96/1 / CR1); African swine fever virus crocodile/96/1/CR1; African swine fever virus isolate crocodile/96/1/CR1	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	10497
82811	ASFC3	African swine fever virus (isolate Tick/South Africa/Crocodile Cr3/1996)	ASFV		AFRICAN SWINE FEVER VIRUS (ISOLATE CROCODILE/96/3 / CR3); African swine fever virus crocodile/96/3/CR3; African swine fever virus isolate crocodile/96/3/CR3	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	10497
561443	ASFP4	African swine fever virus (isolate Tick/South Africa/Pretoriuskop Pr4/1996)	ASFV		African swine fever virus tick/South Africa/Pretoriuskop Pr4/1996	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	10497
82817	ASFP5	African swine fever virus (isolate Tick/South Africa/Pretoriuskop Pr5/1996)	ASFV		AFRICAN SWINE FEVER VIRUS (ISOLATE PRETORIUSKOP/96/5 / PR5); African swine fever virus Pretoriuskop/96/5/pr5; African swine fever virus isolate pretoriuskop/96/5/pr5	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	10497
82816	ASFM1	African swine fever virus (isolate Tick/South Africa/Wildebeeslaagte M1/1996)	ASFV		AFRICAN SWINE FEVER VIRUS (ISOLATE WILDEBEESLAAGTE/96/1 / M1); African swine fever virus (strain M1); African swine fever virus M1; African swine fever virus Wildebeeslaagte/96/1/m1; African swine fever virus isolate wildebeeslaagte/96/1/m1	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	10497
82812	ASFCH	African swine fever virus (isolate Tick/Zimbabwe/Chiredzi Ch1/1983)	ASFV		AFRICAN SWINE FEVER VIRUS (ISOLATE CHIREDZI/83/1 / CH1); African swine fever virus Chiredzi/83/1/CH1; African swine fever virus isolate CHIREDZI/83/1/CH1	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	10497
561444	ASFWA	African swine fever virus (isolate Warthog/Namibia/Wart80/1980)	ASFV		African swine fever virus warthog/Namibia/Wart80/1980	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	10497
10498	ASFB7	African swine fever virus (strain Badajoz 1971 Vero-adapted)	Ba71V	ASFV	African swine fever virus (strain BA71V); African swine fever virus BA71V	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	10497
82813	ASFE1	African swine fever virus (strain E-70 MS16)	ASFV		AFRICAN SWINE FEVER VIRUS (STRAIN E-70 / ISOLATE MS16); African swine fever virus strain E-70/MS16; African swine fever virus strain E-70/isolate MS16	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	443877
39014	ASFE4	African swine fever virus (strain E-70 MS44)	ASFV		African swine fever virus (strain E-70 / isolate MS44); African swine fever virus strain E-70 / isolate MS44; African swine fever virus strain E-70/MS44	reviewed		Viruses; dsDNA viruses, no RNA stage; Asfarviridae; Asfivirus	443877
9076	AFRCO	Afropavo congensis	Congo peafowl			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Galliformes; Phasianidae; Phasianinae; Afropavo	9075
75990	AGAAN	Agalychnis annae	Blue-sided leaf frog	Phyllomedusa annae	Phyllomedusa annae Duellman, 1963; orange-eyed tree frog	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Neobatrachia; Hyloidea; Hylidae; Phyllomedusinae; Agalychnis	75989
317303	AGASP	Agalychnis spurrelli	Gliding leaf frog	Agalychnis litodryas	Agalychnis litodryas (Duellman & Trueb, 1967); Agalychnis spurrelli Boulenger, 1913; Phyllomedusa litodryas; Phyllomedusa litodryas Duellman & Trueb, 1967; Phyllomedusa spurrelli; pink-sided leaf frog	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Amphibia; Batrachia; Anura; Neobatrachia; Hyloidea; Hylidae; Phyllomedusinae; Agalychnis	75989
51501	AGAAF	Agapanthus africanus	Lily of the Nile	Crinum africanum	African lily; Agapanthus africanus (L.) Hoffmanns.; Agapanthus umbellatus; Agapanthus umbellatus L'Her.; lily-of-the-Nile	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Asparagales; Amaryllidaceae; Agapanthoideae; Agapanthus	51426
5341	AGABI	Agaricus bisporus	Common mushroom		Agaricus brunnescens; button mushroom; cultivated mushroom	reviewed	Species	Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Homobasidiomycetes; Agaricomycetidae; Agaricales; Agaricaceae; Agaricus	5340
5343	AGABT	Agaricus bitorquis	Pavement mushroom			reviewed	Species	Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Homobasidiomycetes; Agaricomycetidae; Agaricales; Agaricaceae; Agaricus	5340
182818	AGAPC	Agaricus placomyces	Mushroom			reviewed	Species	Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Homobasidiomycetes; Agaricomycetidae; Agaricales; Agaricaceae; Agaricus	5340
182262	AGAAL	Agarivorans albus			Agarivorans albus Kurahashi and Yokota 2004; marine gamma proteobacterium MKT106; marine gamma proteobacterium MKT112; marine gamma proteobacterium MKT82; marine gamma proteobacterium MKT86; marine gamma proteobacterium MKT87; marine gamma proteobacterium MKT89	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Alteromonadales; Alteromonadaceae; Agarivorans	261825
60854	AGARO	Agathis robusta	Queensland kauri pine			reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Coniferopsida; Coniferales; Araucariaceae; Agathis	54793
59020	AGABR	Agave bracteosa	Squid agave		Agave bracteosa S.Watson ex Engelm.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; Liliopsida; Asparagales; Asparagaceae; Agavoideae; Agave	39509
313352	AGEPP	Agelaia pallipes pallipes	Neotropical social wasp		Agelaia pallipes; Agelaia pallipes (Olivier)	reviewed	Species	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Endopterygota; Hymenoptera; Apocrita; Aculeata; Vespoidea; Vespidae; Polistinae; Epiponini; Agelaia	91383
293813	AGEOR	Agelena orientalis	Spider		Agelena orientalis C. L. Koch, 1837	reviewed	Species	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Entelegynae; Agelenidae; Agelena	29933
6908	AGEAP	Agelenopsis aperta	North American funnel-web spider	Agelenopsis gertschi	Agalenopsis aperta	reviewed	Species	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Araneae; Araneomorphae; Entelegynae; Agelenidae; Agelenopsis	6907
714	AGGAC	Aggregatibacter actinomycetemcomitans	Actinobacillus actinomycetemcomitans	Haemophilus actinomycetemcomitans	"Bacterium acetinomycetum comitans" (sic) (Klinger 1912) Colebrook 1920; "Bacterium actinomycetem comitans" Klinger 1912; "Bacterium comitans" Lieske 1921; Actinobacillus (Haemophilus) actinomycetemcomitans; Actinobacillus actinomycetemcomi; Actinobacillus actinomycetemcomitans (Klinger 1912) Topley and Wilson 1929; Aggregatibacter actinomycetemcomitans (Klinger 1912) Norskov-Lauritsen and Kilian 2006; Bacterium acetinomycetum comitans; Bacterium actinomycetem comitans; Bacterium comitans; Haemophilus actinomycetemcomitans (Klinger 1912) Potts et al. 1985; Haemophilus actinomyceticomitans	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Aggregatibacter	416916
668336	AGGAD	Aggregatibacter actinomycetemcomitans serotype C (strain D11S-1)		Actinobacillus actinomycetemcomitans	Aggregatibacter actinomycetemcomitans D11S-1; Aggregatibacter actinomycetemcomitans str. D11S-1; Aggregatibacter actinomycetemcomitans strain D11S-1	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Aggregatibacter	714
634176	AGGAN	Aggregatibacter aphrophilus (strain NJ8700)		Haemophilus aphrophilus	Aggregatibacter aphrophilus NJ8700; Aggregatibacter aphrophilus str. NJ8700; Aggregatibacter aphrophilus strain NJ8700	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Pasteurellales; Pasteurellaceae; Aggregatibacter	732
8718	AGKBI	Agkistrodon bilineatus	Cantil	Tropical moccasin		reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Lepidosauria; Squamata; Scleroglossa; Serpentes; Colubroidea; Viperidae; Crotalinae; Agkistrodon	8711
8713	AGKCO	Agkistrodon contortrix contortrix	Southern copperhead			reviewed	Subspecies	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Lepidosauria; Squamata; Scleroglossa; Serpentes; Colubroidea; Viperidae; Crotalinae; Agkistrodon	8720
37195	AGKCL	Agkistrodon contortrix laticinctus	Broad-banded copperhead	Agkistrodon mokasen laticinctus		reviewed	Subspecies	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Lepidosauria; Squamata; Scleroglossa; Serpentes; Colubroidea; Viperidae; Crotalinae; Agkistrodon	8720
459671	AGKPL	Agkistrodon piscivorus leucostoma	Western cottonmouth	Acontias leucostoma	Agkistrodon piscivorus leucostoma (Troost 1836)	reviewed	Subspecies	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Lepidosauria; Squamata; Scleroglossa; Serpentes; Colubroidea; Viperidae; Crotalinae; Agkistrodon	8715
8716	AGKPI	Agkistrodon piscivorus piscivorus	Eastern cottonmouth			reviewed	Subspecies	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Lepidosauria; Squamata; Scleroglossa; Serpentes; Colubroidea; Viperidae; Crotalinae; Agkistrodon	8715
2765	AGLNE	Aglaothamnion neglectum	Red alga		Agalothamnion neglectumm	reviewed	Species	Eukaryota; Rhodophyta; Florideophyceae; Ceramiales; Ceramiaceae; Aglaothamnion	2764
106026	AGOFL	Agonis flexuosa	Peppermint tree	Australian willow myrtle		reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; rosids; malvids; Myrtales; Myrtaceae; Agonis	106025
184613	AGRDO	Agriosphodrus dohrni	Assassin bug			reviewed	Species	Eukaryota; Metazoa; Arthropoda; Hexapoda; Insecta; Pterygota; Neoptera; Paraneoptera; Hemiptera; Euhemiptera; Heteroptera; Panheteroptera; Cimicomorpha; Reduviidae; Harpactorinae; Agriosphodrus	184612
