Taxon	Mnemonic	Scientific name	Common name	Synonym	Other Names	Reviewed	Rank	Lineage	Parent
2246	HALVO	Haloferax volcanii		Halobacterium volcanii	Halobacterium volcanii Mullakhanbhai and Larsen 1975 (Approved Lists 1980); Halobacterium volcanii Mullakhanbhai and Larson (sic) 1975; Haloferax volcanii (Mullakhanbhai and Larsen 1975) Torreblanca et al. 1986	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Haloferax	2251
309800	HALVD	Haloferax volcanii (strain ATCC 29605 / DSM 3757 / JCM 8879 / NBRC 14742 / NCIMB 2012 / VKM B-1768 / DS2)		Halobacterium volcanii	Haloferax volcanii ATCC 29605; Haloferax volcanii DS2; Haloferax volcanii str. DS2; Haloferax volcanii strain DS2	reviewed		Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Haloferax	2246
469382	HALBP	Halogeometricum borinquense (strain ATCC 700274 / DSM 11551 / JCM 10706 / PR3)			Halogeometricum borinquense ATCC 700274; Halogeometricum borinquense DSM 11551; Halogeometricum borinquense JCM 10706; Halogeometricum borinquense PR 3; Halogeometricum borinquense str. DSM 11551; Halogeometricum borinquense strain DSM 11551	reviewed		Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halogeometricum	60847
485914	HALMD	Halomicrobium mukohataei (strain ATCC 700874 / DSM 12286 / JCM 9738 / NCIMB 13541)		Haloarcula mukohataei	Halomicrobium mukohataei DSM 12286; Halomicrobium mukohataei str. DSM 12286; Halomicrobium mukohataei strain DSM 12286	reviewed		Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halomicrobium	57705
768066	HALED	Halomonas elongata (strain ATCC 33173 / DSM 2581 / NBRC 15536 / NCIMB 2198 / 1H9)			Halomonas elongata ATCC 33173; Halomonas elongata DSM 2581; Halomonas elongata str. DSM 2581; Halomonas elongata strain DSM 2581	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas	2746
42566	HALER	Halomonas eurihalina			Halomonas eurihalina (Quesada et al. 1990) Mellado et al. 1995; Volcaniella eurihalina; Volcaniella eurihalina Quesada et al. 1990	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas	2745
28252	HALHD	Halomonas halodenitrificans		Paracoccus halodenitrificans	"Micrococcus denitrificans var. halodenitrificans" Kocur and Martinec 1962; "Micrococcus halodenitrificans" Robinson and Gibbons 1952; Halomonas halodenitrificans (Robinson and Gibbons 1952) Dobson and Franzmann 1996; Micrococcus denitrificans var. halodenitrificans; Micrococcus halodenitrificans; Paracoccus halodenitrificans (Robinson and Gibbons 1952) Davis 1969 (Approved Lists 1980)	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Halomonas	2745
28258	HALMR	Halomonas marina		Deleya marina	"Arthrobacer marinus" Cobet et al. 1970; Arthrobacter marinus; Cobetia marina; Cobetia marina (Cobet et al. 1970) Arahal et al. 2002; Deleya marina (Cobet et al. 1970) Baumann et al. 1983; Halomonas marina (Cobet et al. 1970) Dobson and Franzmann 1996; Pseudomonas marina; Pseudomonas marina (Cobet et al. 1970) Baumann et al. 1972 (Approved Lists 1980)	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Oceanospirillales; Halomonadaceae; Cobetia	204286
29540	HAL17	Halophilic archaebacteria (strain 172p1)			halophilic archaebacterium 172P1; halophilic archaeon 172P1; halophilic bacteria (strain 172P1); halophilic bacteria strain 172P1; halophilic bacterium (strain 172P1); unidentified extreme halophile	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales	38063
27	HALEU	Halophilic eubacterium NRCC 41227			halophilic eubacterium (NRCC 41227); halophilic eubacterium NRCC41227	reviewed	Species	Bacteria	49928
362976	HALWD	Haloquadratum walsbyi (strain DSM 16790)			Haloquadratum walsbyi DSM 16790; Haloquadratum walsbyi str. DSM 16790; Haloquadratum walsbyi strain DSM 16790	reviewed		Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Haloquadratum	293091
768065	HALWC	Haloquadratum walsbyi (strain DSM 16854 / JCM 12705 / C23)			Haloquadratum walsbyi C23; Haloquadratum walsbyi DSM 16854; Haloquadratum walsbyi str. C23; Haloquadratum walsbyi strain C23	reviewed		Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Haloquadratum	293091
519442	HALUD	Halorhabdus utahensis (strain DSM 12940 / JCM 11049 / AX-2)			Halorhabdus utahensis AX-2; Halorhabdus utahensis DSM 12940; Halorhabdus utahensis str. DSM 12940; Halorhabdus utahensis strain DSM 12940	reviewed		Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halorhabdus	146826
1053	HALHA	Halorhodospira halophila		Ectothiorhodospira halophila	Ectothiorhodospira halophila Raymond and Sistrom 1969 (Approved Lists 1980); Halorhodospira halophila (Raymond and Sistrom 1969) Imhoff and Suling 1997	reviewed	Species	Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; Halorhodospira	85108
349124	HALHL	Halorhodospira halophila (strain DSM 244 / SL1)		Ectothiorhodospira halophila (strain DSM 244 / SL1)	Halorhodospira halophila DSM 244; Halorhodospira halophila SL 1; Halorhodospira halophila SL1; Halorhodospira halophila str. SL1; Halorhodospira halophila strain SL1	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Ectothiorhodospiraceae; Halorhodospira	1053
416348	HALLT	Halorubrum lacusprofundi (strain ATCC 49239 / DSM 5036 / JCM 8891 / ACAM 34)			Halorubrum lacusprofundi ACAM 34; Halorubrum lacusprofundi ATCC 49239; Halorubrum lacusprofundi str. ATCC 49239; Halorubrum lacusprofundi strain ATCC 49239	reviewed		Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halorubrum	2247
35743	HALSD	Halorubrum sodomense			Halobacterium sodomense; Halobacterium sodomense Oren 1983; Halobacterium sodomitanum; Halobacterium sodomiticum; Halorubrobacterium sodomense; Halorubrobacterium sodomense (Oren 1983) Kamekura and Dyall-Smith 1996; Halorubrum sodomense (Oren 1983) McGenity and Grant 1996	reviewed	Species	Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Halorubrum	56688
543526	HALTV	Haloterrigena turkmenica (strain ATCC 51198 / DSM 5511 / NCIMB 13204 / VKM B-1734)		Halococcus turkmenicus	Haloterrigena turkmenica ATCC 51198; Haloterrigena turkmenica DSM 5511; Haloterrigena turkmenica VKM B-1734; Haloterrigena turkmenica str. DSM 5511; Haloterrigena turkmenica strain DSM 5511	reviewed		Archaea; Euryarchaeota; Halobacteria; Halobacteriales; Halobacteriaceae; Haloterrigena	62320
373903	HALOH	Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562)			Halothermothrix orenii H 168; Halothermothrix orenii str. H 168; Halothermothrix orenii strain H 168	reviewed		Bacteria; Firmicutes; Clostridia; Halanaerobiales; Halanaerobiaceae; Halothermothrix	31909
555778	HALNC	Halothiobacillus neapolitanus (strain ATCC 23641 / c2)		Thiobacillus neapolitanus	Halothiobacillus neapolitanus ATCC 23641; Halothiobacillus neapolitanus c2; Halothiobacillus neapolitanus str. c2; Halothiobacillus neapolitanus strain c2	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Chromatiales; Halothiobacillaceae; Halothiobacillus	927
63355	HAMJA	Hamamelis japonica	Japanese witch hazel		Hamamelis japonica Siebold & Zucc.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; Saxifragales; Hamamelidaceae; Hamamelis	4395
4396	HAMMO	Hamamelis mollis	Chinese witch hazel		Hamamelis mollis Oliv.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; Saxifragales; Hamamelidaceae; Hamamelis	4395
4397	HAMVI	Hamamelis virginiana	Witch-hazel	Hamamelis macrophylla	American witch-hazel; Hamamelis macrophylla Pursh; Hamamelis virginiana L.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; Saxifragales; Hamamelidaceae; Hamamelis	4395
572265	HAMD5	Hamiltonella defensa subsp. Acyrthosiphon pisum (strain 5AT)			Candidatus Hamiltonella defensa 5AT (Acyrthosiphon pisum); Candidatus Hamiltonella defensa str. 5AT (Acyrthosiphon pisum); Candidatus Hamiltonella defensa strain 5AT (Acyrthosiphon pisum)	reviewed		Bacteria; Proteobacteria; Gammaproteobacteria; Enterobacteriales; Enterobacteriaceae; aphid secondary symbionts; Candidatus Hamiltonella	138072
11752	IPHA	Hamster intracisternal a-particle H18	IAP-H18		Golden hamster intracisternal A-particle H18; Hamster Intracisternal A-particle (IAP-H18); IAP H18; Syrian hamster intracisternal A-particle SHIAP18	reviewed	Species	Viruses; Retro-transcribing viruses; Retroviridae; Intracisternal A-particles	11749
10799	PAVHH	Hamster parvovirus H1			H-1 parvovirus; H-1 virus; Hamster H-1 virus; Parvovirus H1	reviewed	Species	Viruses; ssDNA viruses; Parvoviridae; Parvovirinae; Parvovirus	10781
10626	POVHA	Hamster polyomavirus	HaPyV			reviewed	Species	Viruses; dsDNA viruses, no RNA stage; Polyomaviridae; Polyomavirus	10624
29833	HANUV	Hanseniaspora uvarum	Yeast	Kloeckera apiculata	Hanseniaspora apiculata	reviewed	Species	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Saccharomycodaceae; Hanseniaspora	29832
4927	HANAN	Hansenula anomala	Yeast	Candida pelliculosa	Candida beverwijkiae; Pichia anomala; Wickerhamomyces anomalus; Wickerhamomyces anomalus (E.C. Hansen) Kurtzman, Robnett & Basehoar-Powers 2008	reviewed	Species	Eukaryota; Fungi; Dikarya; Ascomycota; Saccharomycotina; Saccharomycetes; Saccharomycetales; Phaffomycetaceae; Wickerhamomyces	599737
11602	HANTV	Hantaan virus (strain 76-118)		Korean hemorrhagic fever virus	Hantaan virus 76-118	reviewed		Viruses; ssRNA negative-strand viruses; Bunyaviridae; Hantavirus	11599
31617	HANTB	Hantaan virus (strain B-1)		Korean hemorrhagic fever virus	Hantaan virus B-1	reviewed		Viruses; ssRNA negative-strand viruses; Bunyaviridae; Hantavirus	11599
11583	HANTH	Hantaan virus (strain Hojo)	Hojo virus	Korean hemorrhagic fever virus		reviewed		Viruses; ssRNA negative-strand viruses; Bunyaviridae; Hantavirus	11599
11601	HANTL	Hantaan virus (strain Lee)	Lee virus	Korean hemorrhagic fever virus	Hantaan virus Lee	reviewed		Viruses; ssRNA negative-strand viruses; Bunyaviridae; Hantavirus	11599
122222	HAPAU	Hapalemur aureus	Golden bamboo lemur			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Hapalemur	13556
13557	HAPGR	Hapalemur griseus	Gray gentle lemur	Eastern lesser bamboo lemur	bamboo lemur	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Hapalemur	13556
122223	HAPSI	Hapalemur simus	Greater bamboo lemur	Prolemur simus		reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Lemuridae; Hapalemur	13556
61716	HAPMA	Hapalochlaena maculosa	Blue-ringed octopus			reviewed	Species	Eukaryota; Metazoa; Mollusca; Cephalopoda; Coleoidea; Neocoleoidea; Octopodiformes; Octopoda; Incirrata; Octopodidae; Hapalochlaena	61715
8153	HAPBU	Haplochromis burtoni	Burton's mouthbrooder		Astatotilapia burtoni; Chromis burtoni; Chromis burtoni Guenther, 1894; Haplochromis burtoni (Guenther, 1894)	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Euteleostei; Neoteleostei; Acanthomorpha; Acanthopterygii; Percomorpha; Perciformes; Labroidei; Cichlidae; African cichlids; Pseudocrenilabrinae; Haplochromini; Haplochromis	8121
51172	HAPNU	Haplochromis nubilus	Blue Victoria mouthbrooder	Tilapia nubila	Astatotilapia nubila; Haplochromis nubila; Haplochromis nubilus (Boulenger, 1906); Tilapia nubila Boulenger, 1906	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Euteleostei; Neoteleostei; Acanthomorpha; Acanthopterygii; Percomorpha; Perciformes; Labroidei; Cichlidae; African cichlids; Pseudocrenilabrinae; Haplochromini; Haplochromis	8121
51185	HAPXE	Haplochromis xenognathus	Lake Victoria cichlid	Ptyochromis xenognathus		reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Euteleostei; Neoteleostei; Acanthomorpha; Acanthopterygii; Percomorpha; Perciformes; Labroidei; Cichlidae; African cichlids; Pseudocrenilabrinae; Haplochromini; Ptyochromis	51179
37406	HAPHO	Haplomitrium hookeri	Liverwort	Jungermannia hookeri	Haplomitrium hookeri (Sm.) Nees; Haplomitrium hookeria	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Marchantiophyta; Haplomitriopsida; Haplomitriidae; Calobryales; Haplomitriaceae; Haplomitrium	37405
209901	HAPHA	Haplopelma hainanum	Chinese bird spider	Selenocosmia hainana	Haplopelma hainanum (Liang, Peng, Huang & Chen, 1999); Ornithoctonus hainana; Ornithoctonus hainana (Liang et al.) Liang et al.; Selenocosmia hainana Liang et al. 1999	reviewed	Species	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Araneae; Mygalomorphae; Theraphosidae; Haplopelma	1046906
1184493	HAPLI	Haplopelma lividum	Cobalt blue tarantula		Haplopelma lividum Smith, 1996	reviewed	Species	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Araneae; Mygalomorphae; Theraphosidae; Haplopelma	1046906
29017	HAPSC	Haplopelma schmidti	Chinese bird spider	Ornithoctonus huwenum	Chinese earth tiger; Chinese golden earth tiger; Haplopelma schmidti von Wirth, 1991; Ornithoctonus huwena; Selenocosmia huwena; Selenocosmia huwena Wang, Peng & Xie, 1993	reviewed	Species	Eukaryota; Metazoa; Arthropoda; Chelicerata; Arachnida; Araneae; Mygalomorphae; Theraphosidae; Haplopelma	1046906
59409	HARDI	Harpactes diardii	Diard's trogon		Harpactes diardi	reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Archosauria; Dinosauria; Saurischia; Theropoda; Coelurosauria; Aves; Neognathae; Trogoniformes; Trogonidae; Harpactes	57418
43256	HARAN	Harpagifer antarcticus	Antarctic spiny plunderfish			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Actinopterygii; Neopterygii; Teleostei; Euteleostei; Neoteleostei; Acanthomorpha; Acanthopterygii; Percomorpha; Perciformes; Notothenioidei; Harpagiferidae; Harpagifer	43255
4184	HARGR	Harpagophytum grandidieri	Mouse trap tree	Uncarina grandidieri	Harpagophyton granidieri	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; asterids; lamiids; Lamiales; Pedaliaceae; Harpagophytum	4183
294655	HARMO	Harpiocephalus mordax	Greater hairy-winged bat			reviewed	Species	Eukaryota; Metazoa; Chordata; Craniata; Vertebrata; Euteleostomi; Mammalia; Eutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Harpiocephalus	124748
115813	GVHB	Harrisina brillians granulovirus	HbGV			reviewed	Species	Viruses; dsDNA viruses, no RNA stage; Baculoviridae; Betabaculovirus	558017
5778	HARVE	Hartmannella vermiformis	Amoeba		Hartmanella vermiformis; Hartmannella vermiformis Page, 1967	reviewed	Species	Eukaryota; Amoebozoa; Tubulinea; Euamoebida; Tubulinida; Hartmannellidae; Hartmannella	5777
11807	MSVHA	Harvey murine sarcoma virus				reviewed	Species	Viruses; Retro-transcribing viruses; Retroviridae; Orthoretrovirinae; Gammaretrovirus	353207
254711	HARV	Havel river virus	HaRV		Havel river tombusvirus	reviewed	Species	Viruses; ssRNA positive-strand viruses, no DNA stage; Tombusviridae; Tombusvirus	330381
11597	HAZVJ	Hazara virus (isolate JC280)				reviewed		Viruses; ssRNA negative-strand viruses; Bunyaviridae; Nairovirus	11596
76867	HEBCY	Hebeloma cylindrosporum				reviewed	Species	Eukaryota; Fungi; Dikarya; Basidiomycota; Agaricomycotina; Homobasidiomycetes; Agaricomycetidae; Agaricales; Cortinariaceae; Hebeloma	34453
4052	HEDHE	Hedera helix	English ivy		Hedera helix L.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; asterids; campanulids; Apiales; Araliaceae; Hedera	4051
126592	HEDDI	Hediste diversicolor	Sandworm	Nereis diversicolor	Hediste (Nereis) diversicolor; Hediste diversicolor (O.F. Muller, 1776); Hediste diversicolor s. str.; Neanthes diversicolor; Nereis (Hediste) diversicolor	reviewed	Species	Eukaryota; Metazoa; Annelida; Polychaeta; Palpata; Aciculata; Phyllodocida; Nereididae; Hediste; Hediste diversicolor species group	575914
128739	HELBG	Helenium bigelovii	Bigelow's sneezeweed		Helenium bigelovii A.Gray	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Heliantheae alliance; Helenieae; Gaillardiinae; Helenium	53720
12171	HELVS	Helenium virus S	HelVS		Helenium virus S HelVS	reviewed	Species	Viruses; ssRNA positive-strand viruses, no DNA stage; Tymovirales; Betaflexiviridae; Carlavirus	12163
4357	HELNU	Heliamphora nutans	Venezuelan marsh pitcher plant		Heliamphora nutans Benth.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; asterids; Ericales; Sarraceniaceae; Heliamphora	4356
4232	HELAN	Helianthus annuus	Common sunflower		Helianthus annus; Helianthus annuus L.; Helianthus annuus8	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Heliantheae alliance; Heliantheae; Helianthus	4231
4233	HELTU	Helianthus tuberosus	Jerusalem artichoke	Helianthus tomentosus	Helianthus tuberosus L.	reviewed	Species	Eukaryota; Viridiplantae; Streptophyta; Embryophyta; Tracheophyta; Spermatophyta; Magnoliophyta; eudicotyledons; core eudicotyledons; asterids; campanulids; Asterales; Asteraceae; Asteroideae; Heliantheae alliance; Heliantheae; Helianthus	4231
382638	HELAH	Helicobacter acinonychis (strain Sheeba)			Helicobacter acinonychis Sheeba; Helicobacter acinonychis str. Sheeba; Helicobacter acinonychis strain Sheeba	reviewed		Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter	212
212	HELAC	Helicobacter acinonyx			Helicobacter acinonychis; Helicobacter acinonychis corrig. Eaton et al. 1993	reviewed	Species	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter	209
56877	HELBI	Helicobacter bizzozeronii			Helicobacter bizzozeronii Hanninen et al. 1996	reviewed	Species	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter	209
214	HELFE	Helicobacter felis			Helicobacter felis Paster et al. 1991	reviewed	Species	Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter	209
936155	HELFC	Helicobacter felis (strain ATCC 49179 / NCTC 12436 / CS1)			Helicobacter felis ATCC 49179; Helicobacter felis CCUG 28539; Helicobacter felis CS1; Helicobacter felis str. ATCC 49179; Helicobacter felis strain ATCC 49179	reviewed		Bacteria; Proteobacteria; Epsilonproteobacteria; Campylobacterales; Helicobacteraceae; Helicobacter	214
